source,user,timestamp,information
Github,Dan Jutan,2019-11-22T15:02:54Z,fix production scripts for new server
Github,Dan Jutan,2019-11-22T14:56:44Z,Merge branch 'dev' of https://github.com/GeorgiaTechDHLab/DataByDesign into dev
Github,Dan Jutan,2019-11-22T14:55:04Z,Merge branch 'master' of https://github.com/GeorgiaTechDHLab/DataByDesign into dev
Github,Dan Jutan,2019-11-22T14:53:49Z,use a .env
Github,Jianing Fu,2019-11-19T22:22:56Z,update pictures
Github,Dan Jutan,2019-11-19T21:40:28Z,Merge pull request #55 from GeorgiaTechDHLab/devupdate Home.vue
Github,Jianing Fu,2019-11-19T21:30:49Z,updatae home.vue
Github,Dan Jutan,2019-11-14T20:27:48Z,Merge pull request #54 from GeorgiaTechDHLab/devMerge with Dev. (Will add all our work from this fall to master)
Github,Dan Jutan,2019-11-14T19:10:18Z,choose their home file
Github,Dan Jutan,2019-11-14T19:01:13Z,Merge branch 'api-auth' into no-loopbackchoose to keep file
Github,Dan Jutan,2019-11-14T18:59:12Z,deleted file to assist merge
Github,Dan Jutan,2019-11-14T18:49:31Z,New api completed
Github,Jianing Fu,2019-11-13T22:36:12Z,timeline interactive
Github,Jianing Fu,2019-10-16T04:23:23Z,"frame to polygons, all points on the timeline"
Github,Dan Jutan,2019-10-04T13:51:46Z,tried auth
Github,Jianing Fu,2019-09-26T03:56:48Z,"added pic, formatted text to timeline, working on frame pos x for points from the same year"
Github,Jianing Fu,2019-08-06T09:32:07Z,"added canvas and pic to the timeline, still working on position the pics"
Github,Jianing Fu,2019-08-03T14:34:11Z,add canvas on timeline& put in sample data
Github,Dan Jutan,2019-07-30T16:45:02Z,Initial commitSet up an express api
Github,Adam Hayward,2019-07-18T23:32:11Z,Merge branch 'dev' of github.com:GeorgiaTechDHLab/DataByDesign into dev
Github,Adam Hayward,2019-07-18T23:32:09Z,temporary fix before test data is updated
Github,Jianing Fu,2019-07-17T20:37:56Z,update files
Github,Jianing Fu,2019-06-24T00:19:10Z,"fixed header links, fixed styles according to the style guide"
Github,Adam Hayward,2019-05-29T19:36:31Z,demo of image collage with events and masking
Github,Adam Hayward,2019-05-23T22:01:30Z,reimplements feature section
Github,Adam Hayward,2019-05-23T21:59:54Z,fixes chapter list colors
Github,Adam Hayward,2019-05-23T17:30:53Z,Updates home page with reading progress bar and some new styles
Github,Adam Hayward,2019-05-22T18:03:14Z,creates basic picture line for use on home page (find on /sandbox)
Github,Jianing Fu,2019-05-20T20:32:22Z,add svg
Github,Jianing Fu,2019-04-14T16:38:42Z,added arrow
Github,Jianing Fu,2019-04-08T00:50:03Z,edited svg mouseover
Github,Jianing Fu,2019-03-30T23:00:36Z,added svg
Github,Jianing Fu,2019-03-11T00:08:05Z,fixed fonts
Github,Jianing Fu,2019-03-07T05:08:30Z,hard coded chapter listfixing fonts
Github,Jianing Fu,2019-03-03T20:20:48Z,fixed footer..
Github,Jianing Fu,2019-03-03T20:07:40Z,added ChapList template
Github,Jianing Fu,2019-03-02T22:49:24Z,modified some text
Github,Jianing Fu,2019-02-24T19:15:04Z,modified homepage
Github,Jianing Fu,2019-02-22T02:57:46Z,fixed other details on Home adn Header
Github,Jianing Fu,2019-02-22T02:41:08Z,redid the credit page
Github,Jianing Fu,2019-02-22T02:37:31Z,redid the features page
Github,Jianing Fu,2019-02-22T02:09:52Z,"changed Homepage cards, added feature templates"
Github,Adam Hayward,2019-02-19T20:34:57Z,Updated readme
Github,Adam Hayward,2019-02-19T20:34:00Z,added better readme
Github,Jianing Fu,2019-02-19T16:22:29Z,Merge pull request #51 from GeorgiaTechDHLab/JFdevJ fdev
Github,Jianing Fu,2019-02-19T16:22:12Z,Merge branch 'dev' into JFdev
Github,Jianing Fu,2019-02-19T02:53:27Z,Merge remote-tracking branch 'origin/JFdev' into JFdev
Github,Jianing Fu,2019-02-19T02:44:10Z,"changed font, color, formatting"
Github,Adam Hayward,2019-02-18T21:44:24Z,Merge pull request #50 from GeorgiaTechDHLab/devDev
Github,Adam Hayward,2019-02-18T21:41:14Z,updated npm packages
Github,Adam Hayward,2019-02-17T01:17:08Z,basic chapter slides set up. not yet connected
Github,Adam Hayward,2019-02-14T16:09:15Z,updated npm packages
Github,Jianing Fu,2019-02-09T23:02:50Z,started on building slideshows
Github,Jianing Fu,2019-02-09T22:36:12Z,edited homepage style
Github,Jianing Fu,2019-02-09T22:02:46Z,edited homepage style
Github,Jianing Fu,2019-02-04T03:22:14Z,Update Home.vueadded placeholder and lined up headers
Github,Jianing Fu,2019-02-02T21:57:42Z,"added place holder to credits, lined up TheHeader. comment out the flex block for TheHeader"
Github,Jianing Fu,2019-01-27T18:42:16Z,change to 0114 Design style
Github,Jianing Fu,2019-01-24T16:57:14Z,first peek
Github,Adam Hayward,2019-01-24T16:10:39Z,Draggable reordering of notebook
Github,Adam Hayward,2018-11-29T23:57:08Z,switching machines
Github,Adam Hayward,2018-10-09T01:31:19Z,"completed basic add delete, and update text for notebook. very unstable"
Github,Adam Hayward,2018-10-08T18:25:54Z,beginning notebook work
Github,Adam Hayward,2018-08-08T18:29:50Z,added configurations for env variables through a .env file
Github,Adam Hayward,2018-08-07T21:36:31Z,"Fixed authentication error in sign up, added npm commands for deployment"
Github,Adam Hayward,2018-08-07T20:01:13Z,Merge branch 'dev' of github.com:GeorgiaTechDHLab/DataByDesign into dev
Github,Adam Hayward,2018-08-07T20:01:10Z,Merge branch 'dev' of github.com:GeorgiaTechDHLab/DataByDesign into dev
Github,Adam Hayward,2018-08-07T19:34:47Z,Merge branch 'dev' of github.com:GeorgiaTechDHLab/DataByDesign into dev
Github,Adam Hayward,2018-08-07T19:34:42Z,preparing for deployment on server
Github,Adam Hayward,2018-08-07T19:14:51Z,preparing for deployment on server
Github,Adam Hayward,2018-08-07T17:57:10Z,"added notification system, moved database name to env var"
Github,Adam Hayward,2018-08-07T14:46:39Z,auth stuff updated (works on basic level now)
Github,Adam Hayward,2018-08-02T18:21:44Z,added login and logout to api
Github,Adam Hayward,2018-07-31T19:03:32Z,Commented and cleaned up a bit
Github,Adam Hayward,2018-07-31T16:16:23Z,cleaned up waypoints example
Github,Adam Hayward,2018-07-31T14:51:47Z,Scrolly proof of concept
Github,Adam Hayward,2018-07-31T14:06:59Z,Merge branch 'dev' of github.com:GeorgiaTechDHLab/DataByDesign into dev
Github,Adam Hayward,2018-07-31T14:00:29Z,merging to work on waypoints
Github,Adam Hayward,2018-07-30T18:38:37Z,"unignored datasets, added images for basic scrollytelling"
Github,Adam Hayward,2018-07-26T18:22:31Z,merging client folder in after conflict
Github,Adam Hayward,2018-07-26T18:20:24Z,merging
Github,Adam Hayward,2018-07-26T18:07:20Z,retooling for loopback and vuecli 3
Github,Adam Hayward,2018-07-26T17:51:07Z,"switched to loopback for backend, retooled vue using vue cli 3.0"
Github,Adam Hayward,2018-07-24T13:01:56Z,switching computers
Github,Adam Hayward,2018-07-19T16:28:09Z,experimented with grid change in chapter
Github,Adam Hayward,2018-07-19T16:27:42Z,added highlighting to peabody grid and timeline
Github,Adam Hayward,2018-07-18T18:05:04Z,added pages specified in the mockups
Github,Adam Hayward,2018-07-13T20:41:23Z,Added proof of concept for Peabody interactions and datasets
Github,Adam Hayward,2018-07-13T17:47:00Z,Mutation types used in place of Magic Strings now
Github,Adam Hayward,2018-07-13T17:27:36Z,moved dataset store actions into its own module
Github,Adam Hayward,2018-07-13T16:36:46Z,Added mutable visualizations for peabody.
Github,Adam Hayward,2018-07-13T00:13:54Z,vuex datasets set up
Github,Adam Hayward,2018-07-11T19:30:26Z,"added local bus to visualizations, stripped down vuex stuff"
Github,Adam Hayward,2018-07-10T23:53:11Z,working on dataflow for vis. Not stable!
Github,Adam Hayward,2018-06-26T14:00:59Z,Merge pull request #13 from GeorgiaTechDHLab/node-configchapter started
Github,Adam Hayward,2018-06-26T13:50:40Z,chapter started
Github,Adam Hayward,2018-06-21T00:00:09Z,"added data to grid, started api"
Github,Adam Hayward,2018-06-20T11:41:00Z,basic grid
Github,Adam Hayward,2018-06-19T15:25:58Z,Configure NodeJS server with Vue.js (basic)
Github,Lauren Klein,2018-05-10T19:05:22Z,Updated README.mdThe first of many updates...
Github,Adam Hayward,2018-05-10T18:47:36Z,Initial commit
Github,Jay Varner,2022-10-04T12:18:15Z,Fix missing jumping around
Github,Nicholas Yang,2022-10-02T19:31:19Z,"Revert ""Chapter slots refactor. Removed mixin and flattened to individual slots components (#97)""This reverts commit 7abbf4e5cff76accc4ef233194713624684b45e0."
Github,Nicholas Yang,2022-10-02T18:14:59Z,Chapter slots refactor. Removed mixin and flattened to individual slots components (#97)
Github,Nicholas Yang,2022-10-02T18:04:40Z,Fixed unnecessary gap in home page
Github,Jay Varner,2022-10-02T17:46:23Z,"Show text at start of Scrollytell visualizations (#93)* Show text at start of Scrollytell visualizations* Add top margin to Peabody Scrollytell* Ease transition when showing legend* Improvements for windows under 800px tall"
Github,Jay Varner,2022-09-24T04:27:37Z,"Fix/dataload (#95)* Import data for Playfair. Fixes #70* Import data for Peabody quize #58* Remove console statements* Import data for Peabody tutorial #58"
Github,Jay Varner,2022-09-19T21:52:53Z,Merge pull request #94 from EmoryDHLab/refactor/remove-require-contextrefactor: Remove require context
Github,Nicholas Yang,2022-09-19T18:06:05Z,Remove require context
Github,Jay Varner,2022-09-19T15:07:13Z,Fix spacing. Part of #58
Github,Jay Varner,2022-09-19T13:48:42Z,Footnote style. Fixes #60
Github,Nicholas Yang,2022-09-13T00:55:52Z,"refactor: Vendor dependencies (#92)* Trying to vendor dependencies* Finished vendoring dependencies* Fixed up the build issues* Okay fixed now* Added dist* tsconfig fixes"
Github,Nicholas Yang,2022-09-12T23:37:55Z,"refactor: Modified Google Docs API code so that it saves the files in JSON (#90)* Modified Google Docs API code so that it saves the files in JSON* Added docs* Removed docs from .gitignore"
Github,Nicholas Yang,2022-09-07T01:13:51Z,Reduced page load by converting to webp (#89)
Github,Nicholas Yang,2022-08-29T17:56:14Z,"Trying to fix CI (#87)* Trying to fix CI* Trying again"
Github,Nicholas Yang,2022-08-29T17:46:14Z,"Fixed playfair data loading bug (#86)* Fixed playfair data loading bug* Removed another static data"
Github,Jay Varner,2022-08-29T17:44:05Z,Add m-width-full to full screen elements #62
Github,Nicholas Yang,2022-08-18T03:05:12Z,Once again fixed bug with refreshing page on dev mode
Github,Nicholas Yang,2022-08-17T01:55:52Z,Made chapter cards links
Github,Nicholas Yang,2022-08-09T21:57:10Z,"Dubois charts (#39)* Rearranging the file and component structure* Added chart 1 and rearranged chart stuff in process* Added charts 2 and 3 along with data for chart 2.* Updated slots* Hot fix for nuxt generate bug"
Github,Nicholas Yang,2022-08-08T00:11:57Z,Making various misc fixes.- Moved around chart data- Added brooks chapter- Cleaned up naming and poor code style
Github,Nicholas Yang,2022-08-01T01:45:15Z,feature: Dubois (#32)Refined dubois visualization according to designs and added tooltip of person data.
Github,Nicholas Yang,2022-07-21T20:34:39Z,Fixed site nav hover (#31)
Github,Nicholas Yang,2022-07-21T20:14:01Z,fix: Lint errors (#29)Fixed lint errors
Github,Nicholas Yang,2022-07-20T19:55:03Z,Minor fixes
Github,Nicholas Yang,2022-07-20T18:59:08Z,Removed console logs
Github,Nicholas Yang,2022-07-20T17:41:06Z,fix: Link
Github,Nicholas Yang,2022-07-20T17:33:01Z,Update README
Github,Nicholas Yang,2022-07-20T17:21:44Z,fix: Infinite rerender due to subtle state mutation bug (#26)
Github,Nicholas Yang,2022-07-20T16:28:03Z,Fix: build issues (#25)
Github,Nicholas Yang,2022-07-20T15:21:10Z,Merge pull request #24 from EmoryDHLab/refactor/rename-timeline-variablesrefactor: Fixed up naming for timeline
Github,Nicholas Yang,2022-07-20T15:13:09Z,refactor: yearTLPos -> yearTimelinePosition
Github,Nicholas Yang,2022-07-20T15:12:55Z,refactor: Fixed up naming for timeline
Github,Nicholas Yang,2022-07-09T23:16:35Z,"Merge pull request #23 from EmoryDHLab/refactor/build-system-upgradesrefactor: Upgraded build system, started migration to TypeScript"
Github,Nicholas Yang,2022-07-09T22:27:04Z,Fixing lints
Github,Nicholas Yang,2022-07-09T22:14:27Z,Create build.yml
Github,Nicholas Yang,2022-07-09T19:26:35Z,ESLint fixes
Github,Nicholas Yang,2022-07-09T02:35:50Z,Added linter
Github,Nicholas Yang,2022-07-09T00:52:25Z,"Upgraded build system, started migration to TypeScript"
Github,Nicholas Yang,2022-07-08T23:16:15Z,Merge pull request #22 from EmoryDHLab/prettierFormatted files with prettier
Github,Nicholas Yang,2022-07-08T19:28:15Z,Formatted files with prettier
Github,Anna Mola,2022-07-08T18:24:42Z,Merge pull request #21 from EmoryDHLab/dubois-componentsDubois components
Github,Anna Mola,2022-07-08T18:14:48Z,csv
Github,Anna Mola,2022-07-08T18:14:18Z,add mock student data
Github,Jianing Fu,2022-07-08T16:14:08Z,Merge pull request #20 from EmoryDHLab/homepageHomepage
Github,Jianing Fu,2022-07-08T16:12:33Z,frontpage
Github,Lauren Klein,2022-07-07T19:47:18Z,Merge pull request #19 from EmoryDHLab/imagesAdding Shawnadithit images
Github,Lauren Klein,2022-07-07T19:45:40Z,Adding Shawnadithit images
Github,Jianing Fu,2022-07-07T16:02:36Z,homepage refine
Github,Anna Mola,2022-07-07T15:17:23Z,added 63 charts and 5 people outside pie chart
Github,Jianing Fu,2022-07-06T16:41:01Z,timeline refine
Github,Anna Mola,2022-07-06T16:28:24Z,inserting serena's 63 charts
Github,Anna Mola,2022-07-05T20:31:52Z,create dubois page
Github,Anna Mola,2022-06-23T15:41:43Z,add vtc dubois
Github,Anna Mola,2022-06-22T18:45:16Z,Merge pull request #17 from EmoryDHLab/playfair-componentsAdd scrollyTell opacity transitions playfair
Github,Anna Mola,2022-06-22T18:23:26Z,added responsiveness piechart
Github,Anna Mola,2022-06-22T18:01:41Z,layout changes
Github,Jianing Fu,2022-06-21T23:40:00Z,"timeline debug, add visibility, whole timeline"
Github,Anna Mola,2022-06-16T19:50:24Z,layout
Github,Jianing Fu,2022-06-13T23:49:09Z,timeline draggable
Github,Anna Mola,2022-05-28T16:49:03Z,p5 circle thing?
Github,Anna Mola,2022-05-24T22:21:38Z,trying with d3 :(
Github,Anna Mola,2022-05-18T16:52:04Z,add scrollytell opacity transitions
Github,Dan Jutan,2022-05-18T15:06:33Z,Merge pull request #16 from EmoryDHLab/playfair-componentsPlayfair components- added side by side visualization
Github,Anna Mola,2022-05-16T20:22:17Z,right side visualization
Github,Anna Mola,2022-05-15T16:59:19Z,left side visual in bySide
Github,Dan Jutan,2022-05-02T15:53:37Z,tweaks and freeform
Github,Dan Jutan,2022-04-24T22:54:41Z,push tanvi changes
Github,Dan Jutan,2022-04-23T15:41:27Z,Merge pull request #15 from EmoryDHLab/playfair-componentsPlayfair components
Github,Dan Jutan,2022-04-23T15:41:21Z,Merge branch 'main' into playfair-components
Github,Dan Jutan,2022-04-23T14:41:57Z,timeline labels
Github,Dan Jutan,2022-04-21T12:17:58Z,individual timeline event hover
Github,Dan Jutan,2022-04-21T03:27:52Z,hover border
Github,Dan Jutan,2022-04-20T22:39:56Z,timeline orientation fix and ticks
Github,Jianing Fu,2022-04-18T19:11:17Z,chapter text update
Github,Anna Mola,2022-04-18T18:50:24Z,added base for bySide visual
Github,Anna Mola,2022-04-17T20:24:59Z,fix graph labels
Github,Anna Mola,2022-04-17T20:22:59Z,color area extra graphs
Github,Anna Mola,2022-04-17T19:51:16Z,implemented covid/income/women graphs
Github,Anna Mola,2022-04-15T03:22:01Z,graph changes on hover
Github,Anna Mola,2022-04-14T20:11:52Z,switch to figma paths for export/import lines
Github,Jianing Fu,2022-04-01T00:36:53Z,clickable and able to change images and pos
Github,Jianing Fu,2022-03-24T03:55:18Z,add timeline gallery
Github,Jianing Fu,2022-03-24T02:14:19Z,Merge branch 'new-images' into homepage
Github,Anna Mola,2022-03-19T17:04:43Z,add shading / stipple
Github,Anna Mola,2022-03-16T21:05:24Z,fix hover text
Github,Anna Mola,2022-03-16T19:17:14Z,add image at the end
Github,Anna Mola,2022-03-16T17:12:25Z,add font & oval title
Github,Lauren Klein,2022-03-16T15:37:43Z,Merge pull request #14 from EmoryDHLab/footer-textTweaked the footer text
Github,Lauren Klein,2022-03-16T15:36:53Z,Tweaked the footer text
Github,Lauren Klein,2022-03-16T15:14:07Z,Merge pull request #13 from EmoryDHLab/new-imagesUpdating the Clarke images
Github,Lauren Klein,2022-03-16T15:12:22Z,Updating the Clarke images
Github,Anna Mola,2022-03-15T16:29:23Z,rename to recreation & adjust scrollytell
Github,Anna Mola,2022-03-15T15:51:54Z,minor vertical grid
Github,Anna Mola,2022-03-14T21:39:05Z,added x axis scale ticks
Github,Anna Mola,2022-03-14T19:49:50Z,added gridlines and tick names
Github,Anna Mola,2022-03-14T16:40:40Z,graph lines are declarative vue
Github,Anna Mola,2022-03-14T16:37:04Z,Merge branch 'main' into playfair-components
Github,Jianing Fu,2022-03-11T02:43:25Z,pop images to timelinie
Github,Dan Jutan,2022-03-09T22:09:25Z,Merge pull request #12 from EmoryDHLab/new-imagesUpdated filenames
Github,Lauren Klein,2022-03-09T22:08:56Z,Updated filenames
Github,Jianing Fu,2022-03-07T01:32:44Z,Merge branch 'main' into homepage
Github,Jianing Fu,2022-03-07T01:29:25Z,chapter card ready
Github,Anna Mola,2022-03-02T22:45:01Z,change text to white + declarative d3
Github,Anna Mola,2022-03-02T00:10:20Z,Merge branch 'main' into playfair-components
Github,Dan Jutan,2022-02-28T15:34:31Z,complete / reset buttons
Github,Dan Jutan,2022-02-28T15:00:45Z,checkbox solve button
Github,Dan Jutan,2022-02-28T04:57:35Z,clicking on any square will take you to matching event entry
Github,Dan Jutan,2022-02-25T04:54:18Z,responsive quiz layou
Github,Dan Jutan,2022-02-25T04:39:33Z,cleaner quiz layout
Github,Dan Jutan,2022-02-24T05:15:38Z,basic guessing
Github,Dan Jutan,2022-02-24T04:56:22Z,data loaded event
Github,Dan Jutan,2022-02-24T04:30:18Z,independent event indices
Github,Dan Jutan,2022-02-22T15:56:06Z,Merge pull request #11 from EmoryDHLab/peabody-componentsPeabody Tutorial and Basic Quiz Implementation
Github,Dan Jutan,2022-02-22T04:18:01Z,quiz layout
Github,Jianing Fu,2022-02-18T07:58:20Z,"add hover, starting on timelin"
Github,Dan Jutan,2022-02-14T20:19:31Z,Merge pull request #10 from EmoryDHLab/imagesAdded all chapter images to date
Github,Dan Jutan,2022-02-14T04:00:22Z,event box
Github,Dan Jutan,2022-02-13T18:35:46Z,side-by-side
Github,Anna Mola,2022-02-12T20:06:02Z,inject scrolldata
Github,Lauren Klein,2022-02-10T03:06:35Z,Added all chapter images to date
Github,Dan Jutan,2022-02-07T20:46:09Z,restore breakpoints system
Github,Dan Jutan,2022-02-07T20:41:40Z,base button
Github,Anna Mola,2022-02-05T22:14:38Z,adding graph lines
Github,Anna Mola,2022-02-03T05:29:15Z,small tick update
Github,Anna Mola,2022-02-03T05:24:09Z,added grid lines and font
Github,Anna Mola,2022-02-01T03:02:39Z,svg progress
Github,Dan Jutan,2022-01-10T14:27:25Z,fix yeardata
Github,Dan Jutan,2022-01-10T14:20:05Z,overlay highlights
Github,Dan Jutan,2022-01-09T23:26:14Z,basic peabody overlay system
Github,Dan Jutan,2021-12-29T18:36:04Z,isArray check for actorsIn
Github,Anna Mola,2021-12-13T22:47:31Z,added svg to diffvis
Github,Dan Jutan,2021-12-06T19:22:07Z,smart labels
Github,Dan Jutan,2021-12-06T19:05:22Z,event text and colors
Github,Dan Jutan,2021-12-06T15:53:28Z,invisible element to prevent jumping on hover
Github,Dan Jutan,2021-12-06T04:43:30Z,grid events
Github,Dan Jutan,2021-12-06T04:20:50Z,dynamic label color
Github,Dan Jutan,2021-12-06T03:57:10Z,slide with full squares only
Github,Dan Jutan,2021-12-03T20:14:50Z,grid layout legend
Github,Dan Jutan,2021-12-03T19:53:04Z,eventkey slot
Github,Dan Jutan,2021-12-03T19:39:17Z,checkpoint: event-key internal
Github,Dan Jutan,2021-12-03T03:57:51Z,tutorial labels
Github,Dan Jutan,2021-11-29T00:17:54Z,Merge pull request #9 from EmoryDHLab/peabody-componentsPeabody components - initial revision + navbar work
Github,Dan Jutan,2021-11-29T00:17:16Z,scrollytell adjustments
Github,Dan Jutan,2021-11-15T19:51:48Z,Merge pull request #8 from EmoryDHLab/homepagehomepage chapter cards grid
Github,Jianing Fu,2021-11-12T07:33:33Z,homepage chapter cards grid
Github,Dan Jutan,2021-11-11T18:19:57Z,Merge branch 'site-nav' into peabody-components
Github,Dan Jutan,2021-11-11T18:19:39Z,add top distance
Github,Dan Jutan,2021-11-11T18:15:06Z,divide border
Github,Dan Jutan,2021-11-11T18:08:58Z,Scrollytell stuff
Github,Anna Mola,2021-11-11T02:35:51Z,font change
Github,Anna Mola,2021-11-11T01:29:33Z,navbar is functional
Github,Dan Jutan,2021-11-07T03:47:46Z,split eventkey into two components
Github,Dan Jutan,2021-11-06T03:44:50Z,year square tailwind
Github,Anna Mola,2021-11-04T19:35:33Z,start nav refactor
Github,Dan Jutan,2021-11-03T20:42:32Z,resizable peabody-grid
Github,Dan Jutan,2021-11-01T03:22:01Z,test slot
Github,Dan Jutan,2021-11-01T00:37:28Z,remove unused homepage styles
Github,Dan Jutan,2021-11-01T00:32:10Z,"Merge pull request #6 from EmoryDHLab/homepagetitle in tailwind, add chapter cards templates"
Github,Jianing Fu,2021-10-29T01:27:55Z,"title in tailwind, add chapter cards templ"
Github,Dan Jutan,2021-10-24T18:25:44Z,Merge pull request #5 from EmoryDHLab/component-orgmore meaningful page component structure
Github,Dan Jutan,2021-10-24T18:25:11Z,more meaningful page component structure
Github,Dan Jutan,2021-10-22T13:40:53Z,fix breakpoint ssr bug
Github,Dan Jutan,2021-10-22T01:28:56Z,fix merge conflict; imports
Github,Dan Jutan,2021-10-22T01:20:42Z,Merge pull request #4 from EmoryDHLab/architecture-fixesArchitecture Fixes
Github,Jianing Fu,2021-10-22T01:15:04Z,footer in tailwind
Github,Dan Jutan,2021-10-21T20:59:36Z,fix yalc
Github,Dan Jutan,2021-10-21T20:03:52Z,fix static generation routes
Github,Dan Jutan,2021-10-19T16:27:54Z,middle-full and middle-text classes
Github,Dan Jutan,2021-10-18T12:57:02Z,sandbox chapter
Github,Dan Jutan,2021-10-16T01:12:55Z,use props instead of injecting metadata
Github,Dan Jutan,2021-10-15T01:31:47Z,"properly load components, once"
Github,Dan Jutan,2021-10-08T18:30:23Z,begin component loading setup
Github,Dan Jutan,2021-10-08T02:52:18Z,Chapter components exporting setup
Github,Jianing Fu,2021-10-08T00:09:04Z,add footnote
Github,Jianing Fu,2021-10-07T05:33:04Z,init commit
Github,Dan Jutan,2021-10-06T01:46:14Z,replace global docs-inclusions file with automatic component loading
Github,Dan Jutan,2021-10-05T17:18:20Z,use webpack context to automatically find docs definitions
Github,Dan Jutan,2021-10-04T14:01:22Z,add gitpod file
Github,Dan Jutan,2021-09-20T13:05:16Z,delete accidental image files
Github,Dan Jutan,2021-09-20T13:04:26Z,base64 private key option; upper case env
Github,Dan Jutan,2021-09-20T01:49:30Z,generate routes
Github,Dan Jutan,2021-09-20T01:30:35Z,use environment keys instead of docsconfig
Github,Dan Jutan,2021-09-19T12:06:44Z,blockquote scaffolding
Github,Lauren Klein,2021-08-27T14:01:40Z,Fixed Jevons filename
Github,Lauren Klein,2021-08-27T14:00:44Z,Final (for now) batch of Playfair images
Github,Lauren Klein,2021-08-27T13:29:11Z,Second batch of Playfair images
Github,Lauren Klein,2021-08-27T13:24:36Z,Adding first batch of Playfair images
Github,Dan Jutan,2021-08-13T21:49:29Z,layout adjustments
Github,Lauren Klein,2021-08-13T18:39:23Z,Added Clarke images
Github,Lauren Klein,2021-08-13T17:25:39Z,Added image of blank charts
Github,Dan Jutan,2021-08-13T16:38:23Z,static data HOC
Github,Dan Jutan,2021-08-12T16:09:41Z,mapscroller resting point
Github,Dan Jutan,2021-08-12T12:54:22Z,mapscroller controlled animation option
Github,Dan Jutan,2021-08-12T03:32:08Z,use gsap for mapscroller animation; scale nicely to container
Github,Dan Jutan,2021-08-11T22:55:31Z,start new mapscroller
Github,Dan Jutan,2021-08-11T18:33:01Z,serve datasets
Github,Dan Jutan,2021-08-08T03:41:48Z,scroll snap adjustments
Github,Dan Jutan,2021-08-06T13:38:00Z,unified before/after scrollsnap
Github,Dan Jutan,2021-08-05T20:05:25Z,more mobile scrollytell
Github,Dan Jutan,2021-08-05T18:57:25Z,install icons
Github,Dan Jutan,2021-08-05T18:52:25Z,mobile scrollytell setup
Github,Dan Jutan,2021-08-05T17:02:55Z,"for now, don't scroll snap with collect"
Github,Dan Jutan,2021-08-05T16:59:50Z,scroll snap works nicely when entering/leaving the scrollytell
Github,Dan Jutan,2021-08-05T00:08:16Z,scroll snap
Github,Dan Jutan,2021-08-04T15:19:09Z,scrollytell collect works
Github,Dan Jutan,2021-08-03T20:20:46Z,"full screen, non-collect scrollytell"
Github,Dan Jutan,2021-08-03T02:29:53Z,add gap to doc renderer table
Github,Dan Jutan,2021-08-03T02:25:44Z,mobile section nav
Github,Dan Jutan,2021-08-02T17:36:45Z,Merge pull request #1 from EmoryDHLab/responsive-layoutResponsive layout
Github,Dan Jutan,2021-08-02T17:36:10Z,mobile layout now renders full section
Github,Dan Jutan,2021-07-23T21:29:40Z,section state fix
Github,Dan Jutan,2021-07-23T19:28:51Z,"title, footer, pullquote mobile tweaks"
Github,Dan Jutan,2021-07-23T17:34:47Z,initial chapter mobile setup
Github,Dan Jutan,2021-07-22T20:38:02Z,extract rendergroup logic
Github,Dan Jutan,2021-07-22T18:59:36Z,initial chapternav mobile setup
Github,Dan Jutan,2021-07-22T18:02:29Z,moveborder fix'
Github,Dan Jutan,2021-07-21T22:11:53Z,improved responsive section titles
Github,Dan Jutan,2021-07-21T21:54:20Z,fixed paragraph styling
Github,Dan Jutan,2021-07-21T19:43:04Z,turn off component auto import for speed boost
Github,Dan Jutan,2021-07-21T19:32:13Z,responsive pullquote
Github,Dan Jutan,2021-07-21T19:16:54Z,"import vue components as .vue (did this to try Vite, which didn't work out)"
Github,Dan Jutan,2021-07-21T02:24:27Z,breakpoints array
Github,Dan Jutan,2021-07-20T20:41:09Z,breakpoint plugin
Github,Dan Jutan,2021-07-19T21:44:21Z,"fix color issue (extend, don't replace in tailwind.config)"
Github,Dan Jutan,2021-07-18T15:15:23Z,put a max width on the layout
Github,Dan Jutan,2021-07-18T15:09:27Z,10 column mode for leader follower
Github,Dan Jutan,2021-07-18T03:01:27Z,tailwind grid
Github,Dan Jutan,2021-07-15T18:24:08Z,convert chaptertitle to tailwind
Github,Dan Jutan,2021-07-15T17:50:15Z,install tailwind
Github,Dan Jutan,2021-07-15T17:37:09Z,commit before branch
Github,Dan Jutan,2021-07-13T20:15:43Z,"caption width: If image width is smaller than 416px, match that"
Github,Dan Jutan,2021-07-13T19:57:06Z,frontpage top grid setup
Github,Dan Jutan,2021-07-12T01:54:49Z,site nav
Github,Dan Jutan,2021-07-12T01:37:28Z,tweaks and footer outline
Github,Dan Jutan,2021-07-12T00:12:56Z,leaderfollower works
Github,Dan Jutan,2021-07-11T22:42:17Z,navbar opacity transition
Github,Dan Jutan,2021-07-11T17:54:02Z,navbar
Github,Dan Jutan,2021-07-11T16:45:09Z,scrollytell gsap setup
Github,Dan Jutan,2021-07-11T03:00:51Z,properly import gsap
Github,Dan Jutan,2021-07-11T02:21:45Z,latest versions of docs-cms
Github,Dan Jutan,2021-07-11T02:06:39Z,scrollytell setup
Github,Dan Jutan,2021-07-07T14:42:18Z,center grid
Github,Dan Jutan,2021-07-07T14:38:30Z,image component
Github,Dan Jutan,2021-07-06T15:59:34Z,docs-inclusions folder
